2022-12-19 18:40:35,064-INFO:初始化结束！
2022-12-19 18:40:47,590-INFO:初始化结束！
2022-12-19 18:40:48,895-INFO:进度条加载完毕！
2022-12-19 18:41:00,066-INFO:初始化结束！
2022-12-19 18:41:01,369-INFO:进度条加载完毕！
2022-12-19 18:41:12,022-INFO:展开模糊搜索成功！

2022-12-19 18:41:12,035-INFO:获取搜索匹配数据成功，且对数据进行排序！

2022-12-19 18:41:12,042-INFO:模糊匹配完成！
2022-12-19 18:41:12,045-INFO:汉字拼音首字母获取成功！
2022-12-19 18:41:14,299-INFO:模糊匹配完成！
2022-12-19 18:41:14,300-INFO:汉字拼音首字母获取成功！
2022-12-19 18:41:14,769-INFO:爬取信息成功
2022-12-19 18:41:56,805-INFO:初始化结束！
2022-12-19 18:41:58,098-INFO:进度条加载完毕！
2022-12-19 18:42:14,321-INFO:展开模糊搜索成功！

2022-12-19 18:42:14,338-INFO:获取搜索匹配数据成功，且对数据进行排序！

2022-12-19 18:42:14,338-INFO:模糊匹配完成！
2022-12-19 18:42:14,338-INFO:汉字拼音首字母获取成功！
2022-12-19 18:42:15,561-INFO:模糊匹配完成！
2022-12-19 18:42:15,561-INFO:汉字拼音首字母获取成功！
2022-12-19 18:42:17,500-INFO:模糊匹配完成！
2022-12-19 18:42:17,500-INFO:汉字拼音首字母获取成功！
2022-12-19 18:42:19,329-INFO:模糊匹配完成！
2022-12-19 18:42:19,329-INFO:汉字拼音首字母获取成功！
2022-12-19 18:42:21,808-INFO:模糊匹配完成！
2022-12-19 18:42:21,808-INFO:汉字拼音首字母获取成功！
2022-12-19 18:42:23,977-INFO:模糊匹配完成！
2022-12-19 18:42:23,977-INFO:汉字拼音首字母获取成功！
2022-12-19 18:42:26,381-INFO:模糊匹配完成！
2022-12-19 18:42:26,382-INFO:汉字拼音首字母获取成功！
2022-12-19 18:42:27,647-INFO:模糊匹配完成！
2022-12-19 18:42:27,647-INFO:汉字拼音首字母获取成功！
2022-12-19 18:42:30,581-INFO:模糊匹配完成！
2022-12-19 18:42:30,581-INFO:汉字拼音首字母获取成功！
2022-12-19 18:42:33,355-INFO:模糊匹配完成！
2022-12-19 18:42:33,355-INFO:汉字拼音首字母获取成功！
2022-12-19 18:42:36,964-INFO:模糊匹配完成！
2022-12-19 18:42:36,964-INFO:汉字拼音首字母获取成功！
2022-12-19 18:42:39,792-INFO:模糊匹配完成！
2022-12-19 18:42:39,792-INFO:汉字拼音首字母获取成功！
2022-12-19 18:42:51,892-INFO:模糊匹配完成！
2022-12-19 18:42:51,892-INFO:汉字拼音首字母获取成功！
2022-12-19 18:42:55,121-INFO:模糊匹配完成！
2022-12-19 18:42:55,121-INFO:汉字拼音首字母获取成功！
2022-12-19 18:42:57,776-INFO:模糊匹配完成！
2022-12-19 18:42:57,776-INFO:汉字拼音首字母获取成功！
2022-12-19 18:42:59,978-INFO:模糊匹配完成！
2022-12-19 18:42:59,978-INFO:汉字拼音首字母获取成功！
2022-12-19 18:43:02,948-INFO:模糊匹配完成！
2022-12-19 18:43:02,948-INFO:汉字拼音首字母获取成功！
2022-12-19 18:43:05,770-INFO:模糊匹配完成！
2022-12-19 18:43:05,771-INFO:汉字拼音首字母获取成功！
2022-12-19 18:43:08,509-INFO:模糊匹配完成！
2022-12-19 18:43:08,510-INFO:汉字拼音首字母获取成功！
2022-12-19 18:43:11,466-INFO:模糊匹配完成！
2022-12-19 18:43:11,466-INFO:汉字拼音首字母获取成功！
2022-12-19 18:43:14,292-INFO:模糊匹配完成！
2022-12-19 18:43:14,292-INFO:汉字拼音首字母获取成功！
2022-12-19 18:43:17,636-INFO:模糊匹配完成！
2022-12-19 18:43:17,636-INFO:汉字拼音首字母获取成功！
2022-12-19 18:43:20,340-INFO:模糊匹配完成！
2022-12-19 18:43:20,340-INFO:汉字拼音首字母获取成功！
2022-12-19 18:43:23,141-INFO:模糊匹配完成！
2022-12-19 18:43:23,141-INFO:汉字拼音首字母获取成功！
2022-12-19 18:43:25,445-INFO:模糊匹配完成！
2022-12-19 18:43:25,446-INFO:汉字拼音首字母获取成功！
2022-12-19 18:43:27,935-INFO:模糊匹配完成！
2022-12-19 18:43:27,935-INFO:汉字拼音首字母获取成功！
2022-12-19 18:43:30,275-INFO:模糊匹配完成！
2022-12-19 18:43:30,275-INFO:汉字拼音首字母获取成功！
2022-12-19 18:43:32,980-INFO:模糊匹配完成！
2022-12-19 18:43:32,980-INFO:汉字拼音首字母获取成功！
2022-12-19 18:43:36,029-INFO:模糊匹配完成！
2022-12-19 18:43:36,029-INFO:汉字拼音首字母获取成功！
2022-12-19 18:43:38,982-INFO:模糊匹配完成！
2022-12-19 18:43:38,982-INFO:汉字拼音首字母获取成功！
2022-12-19 18:43:41,443-INFO:模糊匹配完成！
2022-12-19 18:43:41,443-INFO:汉字拼音首字母获取成功！
2022-12-19 18:43:44,175-INFO:模糊匹配完成！
2022-12-19 18:43:44,176-INFO:汉字拼音首字母获取成功！
2022-12-19 18:43:47,111-INFO:模糊匹配完成！
2022-12-19 18:43:47,112-INFO:汉字拼音首字母获取成功！
2022-12-19 18:43:49,700-INFO:模糊匹配完成！
2022-12-19 18:43:49,701-INFO:汉字拼音首字母获取成功！
2022-12-19 18:43:51,363-INFO:爬取信息成功
2022-12-19 18:45:06,903-INFO:保存数据成功
2022-12-19 18:45:40,312-INFO:初始化结束！
2022-12-19 18:45:41,611-INFO:进度条加载完毕！
2022-12-19 18:45:49,480-INFO:展开模糊搜索成功！

2022-12-19 18:45:49,492-INFO:获取搜索匹配数据成功，且对数据进行排序！

2022-12-19 18:45:49,492-INFO:模糊匹配完成！
2022-12-19 18:45:49,492-INFO:汉字拼音首字母获取成功！
2022-12-19 18:45:50,921-INFO:模糊匹配完成！
2022-12-19 18:45:50,921-INFO:汉字拼音首字母获取成功！
2022-12-19 18:45:51,407-INFO:爬取信息成功
2022-12-19 18:45:55,727-INFO:展开模糊搜索成功！

2022-12-19 18:45:55,739-INFO:获取搜索匹配数据成功，且对数据进行排序！

2022-12-19 18:45:55,739-INFO:模糊匹配完成！
2022-12-19 18:45:55,739-INFO:汉字拼音首字母获取成功！
2022-12-19 18:45:57,898-INFO:模糊匹配完成！
2022-12-19 18:45:57,898-INFO:汉字拼音首字母获取成功！
2022-12-19 18:46:00,118-INFO:模糊匹配完成！
2022-12-19 18:46:00,118-INFO:汉字拼音首字母获取成功！
2022-12-19 18:46:01,621-INFO:模糊匹配完成！
2022-12-19 18:46:01,621-INFO:汉字拼音首字母获取成功！
2022-12-19 18:46:03,257-INFO:模糊匹配完成！
2022-12-19 18:46:03,257-INFO:汉字拼音首字母获取成功！
2022-12-19 18:46:04,920-INFO:模糊匹配完成！
2022-12-19 18:46:04,920-INFO:汉字拼音首字母获取成功！
2022-12-19 18:46:06,631-INFO:模糊匹配完成！
2022-12-19 18:46:06,632-INFO:汉字拼音首字母获取成功！
2022-12-19 18:46:07,502-INFO:模糊匹配完成！
2022-12-19 18:46:07,502-INFO:汉字拼音首字母获取成功！
2022-12-19 18:46:08,278-INFO:模糊匹配完成！
2022-12-19 18:46:08,278-INFO:汉字拼音首字母获取成功！
2022-12-19 18:46:09,093-INFO:模糊匹配完成！
2022-12-19 18:46:09,093-INFO:汉字拼音首字母获取成功！
2022-12-19 18:46:09,971-INFO:模糊匹配完成！
2022-12-19 18:46:09,971-INFO:汉字拼音首字母获取成功！
2022-12-19 18:46:10,947-INFO:模糊匹配完成！
2022-12-19 18:46:10,947-INFO:汉字拼音首字母获取成功！
2022-12-19 18:46:11,858-INFO:模糊匹配完成！
2022-12-19 18:46:11,858-INFO:汉字拼音首字母获取成功！
2022-12-19 18:46:12,882-INFO:模糊匹配完成！
2022-12-19 18:46:12,882-INFO:汉字拼音首字母获取成功！
2022-12-19 18:46:13,896-INFO:模糊匹配完成！
2022-12-19 18:46:13,897-INFO:汉字拼音首字母获取成功！
2022-12-19 18:46:14,948-INFO:模糊匹配完成！
2022-12-19 18:46:14,948-INFO:汉字拼音首字母获取成功！
2022-12-19 18:46:16,088-INFO:模糊匹配完成！
2022-12-19 18:46:16,088-INFO:汉字拼音首字母获取成功！
2022-12-19 18:46:17,203-INFO:模糊匹配完成！
2022-12-19 18:46:17,203-INFO:汉字拼音首字母获取成功！
2022-12-19 18:46:18,423-INFO:模糊匹配完成！
2022-12-19 18:46:18,424-INFO:汉字拼音首字母获取成功！
2022-12-19 18:46:19,649-INFO:模糊匹配完成！
2022-12-19 18:46:19,649-INFO:汉字拼音首字母获取成功！
2022-12-19 18:46:21,003-INFO:模糊匹配完成！
2022-12-19 18:46:21,003-INFO:汉字拼音首字母获取成功！
2022-12-19 18:46:22,280-INFO:模糊匹配完成！
2022-12-19 18:46:22,280-INFO:汉字拼音首字母获取成功！
2022-12-19 18:46:23,567-INFO:模糊匹配完成！
2022-12-19 18:46:23,567-INFO:汉字拼音首字母获取成功！
2022-12-19 18:46:24,978-INFO:模糊匹配完成！
